,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,better_rank
3682,Pat Barry,Lavar Johnson,-150,140,66.66666667,140.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,193.04,208.28,240,0,1,0,1,4,14,0,0,0,1,3,0,0,4,Orthodox,180.34,187.96,235,32,34,0,0,0,-3,4,-13,0,-2,0,12.7,20.32,-2,45.125,0.0,0.0,0,1,neither
3683,Tony Ferguson,Michael Johnson,-315,285,31.74603175,285.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,1,2,8,1,0,0,1,1,0,0,2,Southpaw,177.8,185.42,145,0,3,0,3,0,5,1,0,0,1,1,0,1,3,Orthodox,180.34,193.04,155,28,25,0,-2,-2,-1,-2,3,0,-1,0,-2.54,-7.62,3,-5.41666667,-0.333333333,-0.5,0,1,neither
3684,John Dodson,Tim Elliott,-510,440,19.60784314,440.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,0,1,0,1,0,1,1,0,0,0,1,0,0,1,Orthodox,160.02,167.64,135,27,25,0,-1,-1,-1,0,-1,-1,-1,0,10.16,0.0,2,-7.0,0.0,0.0,0,1,neither
3685,John Hathaway,Pascal Krauss,-185,170,54.05405405,170.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,182.88,170,0,1,0,4,1,16,0,0,1,3,1,0,0,5,Orthodox,185.42,190.5,170,24,25,0,0,-3,-4,1,-13,0,-1,0,0.0,-7.62,-1,4.33333333,0.833333333,0.166666667,0,1,neither
3686,Louis Gaudinot,John Lineker,245,-265,245.0,37.73584906,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,170.18,135,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,125,27,21,1,0,0,0,1,-3,0,0,0,0.0,10.16,6,-6.0,0.0,0.0,0,1,neither
3687,Danny Castillo,John Cholish,140,-150,140.0,66.66666667,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,155,0,2,0,2,1,10,0,0,1,1,1,0,0,3,Orthodox,175.26,180.34,155,32,28,0,-1,-1,-2,1,-8,0,0,0,5.08,2.54,4,22.0,0.0,-2.75,0,1,neither
3688,Dennis Bermudez,Pablo Garza,-110,100,90.90909091,100.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,2,1,4,0,0,0,0,1,1,0,2,Orthodox,185.42,185.42,145,1,0,0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,167.64,155,25,28,0,0,2,2,0,3,-1,1,1,17.78,17.78,-3,-10.66666667,0.666666667,-1.0,0,1,neither
3689,Roland Delorme,Nick Denis,240,-280,240.0,35.71428571,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,178.0,135,0,1,0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,135,28,28,0,0,0,0,0,-2,0,1,-1,-5.08,-2.34,0,-25.0,-2.0,-2.0,0,1,neither
3690,Mike Massenzio,Karlos Vemola,-130,110,76.92307692,110.0,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,185,1,0,0,1,4,12,0,0,0,1,0,1,0,2,Southpaw,187.96,185.42,185,29,26,0,0,0,-1,2,-5,0,1,-1,-5.08,5.08,3,-3.16666667,-0.166666666,-0.833333333,0,1,neither
3691,Jon Jones,Rashad Evans,-510,440,19.60784314,440.0,4/21/2012,"Atlanta, Georgia, USA", USA,Red,True,Light Heavyweight,MALE,5,0,4,0,5,2,39,3,1,3,3,5,0,0,12,Orthodox,182.88,190.5,205,0,6,0,6,1,22,3,0,0,2,3,4,0,9,Orthodox,193.04,213.36,205,24,32,0,-2,-1,3,-1,17,0,2,-4,-10.16,-22.86,-8,-8.7,-0.7,1.3285714290000001,0,1,neither
3692,Rory MacDonald,Che Mills,-660,540,15.15151515,540.0,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,170,0,2,0,2,1,8,0,0,0,1,1,1,0,3,Orthodox,182.88,193.04,170,22,29,0,-1,-1,-2,1,-7,0,0,-1,2.54,0.0,-7,-14.75,-1.0,-3.0,0,1,neither
3693,Brendan Schaub,Ben Rothwell,-215,195,46.51162791,195.0,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,1,2,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,265,1,0,0,4,2,10,1,0,0,1,3,0,0,4,Orthodox,193.04,198.12,245,29,30,0,0,-3,-3,0,-2,-1,-3,0,0.0,0.0,-1,-3.16666667,0.666666667,1.666666666,0,1,neither
3694,Miguel Torres,Michael McDonald,-105,-105,95.23809524,95.23809524,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,False,Bantamweight,MALE,3,0,3,0,3,0,7,0,0,1,1,1,0,0,3,Orthodox,175.26,177.8,135,0,1,0,1,1,9,0,0,0,2,0,0,0,2,Orthodox,175.26,193.04,135,31,21,0,2,2,1,1,-2,0,1,0,0.0,-15.24,10,-17.33333333,0.0,2.0,0,1,neither
3695,Mark Hominick,Eddie Yagin,-480,423,20.83333333,423.0,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175.0,145,2,0,0,3,2,12,1,0,0,1,1,1,0,3,Orthodox,172.72,172.72,145,29,33,1,0,-3,-3,1,-9,-1,-1,-1,-2.54,2.28,-4,-19.0,1.8,-0.2,0,1,neither
3696,Mark Bocek,John Alessio,-290,260,34.48275862,260.0,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Lightweight,MALE,3,3,0,0,0,3,8,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,0,1,0,3,4,22,0,0,0,2,0,4,0,6,Orthodox,172.72,190.5,155,30,32,-3,-1,-3,-6,1,-14,1,0,-4,5.08,-7.62,-2,-8.06666667,-0.2,-2.133333333,0,1,neither
3697,Travis Browne,Chad Griggs,-300,270,33.33333333,270.0,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,0,2,0,2,1,8,0,0,0,1,2,0,0,3,Orthodox,198.12,200.66,255,29,33,0,-2,-2,-3,1,-8,0,-2,0,-12.7,-15.24,-4,-25.75,-0.25,-1.5,0,1,neither
3698,Matt Brown,Stephen Thompson,200,-220,200.0,45.45454545,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,0,1,0,3,5,24,0,0,0,1,4,1,0,6,Orthodox,182.88,190.5,170,31,29,0,0,-2,-5,5,-23,0,-3,-1,0.0,0.0,2,-6.45454545,-1.2727272729999999,-0.818181818,0,1,neither
3699,John Makdessi,Anthony Njokuani,200,-220,200.0,45.45454545,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,155,1,0,0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,155,26,32,0,0,-1,-1,-1,2,0,-1,0,12.7,17.78,-6,36.0,0.333333333,1.0,0,1,neither
3700,Mac Danzig,Efrain Escudero,-135,125,74.07407407,125.0,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,2,3,16,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155,1,0,0,2,5,20,1,0,0,1,1,2,0,4,Orthodox,172.72,177.8,155,32,26,-1,0,0,-1,2,-4,0,0,-2,2.54,0.0,6,-7.27777778,0.444444444,0.333333333,0,1,neither
3701,Keith Wisniewski,Chris Clements,135,-145,135.0,68.96551724,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,2,0,0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,30,36,2,0,0,0,2,-5,0,0,0,-5.08,-12.7,-6,-27.5,0.0,-1.5,0,1,neither
3702,Marcus Brimage,Maximo Blanco,215,-235,215.0,42.55319149,4/21/2012,"Atlanta, Georgia, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,162.56,180.34,135,27,28,0,-1,-1,-1,0,-3,0,0,0,10.16,0.0,-1,-88.0,0.0,-1.0,0,1,neither
3703,Alexander Gustafsson,Thiago Silva,-260,240,38.46153846,240.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Light Heavyweight,MALE,3,2,0,0,4,3,13,0,0,0,0,5,0,0,5,Orthodox,187.96,187.96,205,0,4,0,4,1,8,0,0,0,0,3,2,0,5,Orthodox,195.58,200.66,205,25,29,-2,-4,0,0,-2,5,0,2,-2,-7.62,-12.7,-4,8.20833333,-0.45833333299999995,0.125,0,1,neither
3704,Brian Stann,Alessio Sakara,-380,340,26.31578947,340.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Middleweight,MALE,3,1,0,0,3,6,19,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,1,0,0,3,3,18,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,205,31,30,0,0,0,1,-3,1,0,2,-1,-2.54,-5.08,1,-6.20833333,-0.375,0.833333333,0,1,neither
3705,Paulo Thiago,Siyar Bahadurzada,-150,140,66.66666667,140.0,4/14/2012,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,1,0,2,3,18,0,0,0,2,1,1,0,4,Orthodox,180.34,185.42,170,31,27,0,-1,-2,-4,3,-18,0,-1,-1,0.0,0.0,4,-17.57142857,-1.714285714,-1.428571429,0,1,neither
3706,Dennis Siver,Diego Nunes,170,-185,170.0,54.05405405,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,0,1,0,1,1,9,0,0,1,1,0,0,0,2,Orthodox,167.64,170.18,145,1,0,0,4,5,27,0,0,0,3,3,2,0,8,Orthodox,167.64,177.8,145,33,29,1,1,-3,-6,4,-18,0,-3,-2,0.0,-7.62,4,15.0,-0.23076923100000002,0.282051282,0,1,neither
3707,DaMarques Johnson,John Maguire,170,-185,170.0,54.05405405,4/14/2012,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,175.26,155,0,1,0,2,3,11,1,0,0,0,2,2,0,4,Orthodox,185.42,190.5,170,29,28,0,0,-1,-3,3,-8,-1,-2,-2,-10.16,-15.24,1,12.57142857,1.714285714,5.571428571,0,1,neither
3708,Brad Pickett,Damacio Page,-280,255,35.71428571,255.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Bantamweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,33,29,0,0,0,0,0,0,0,0,0,0.0,-5.08,4,7.0,0.0,0.0,0,1,neither
3709,Papy Abedi,James Head,-185,170,54.05405405,170.0,4/14/2012,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,187.96,185,33,28,0,0,0,0,0,2,0,0,0,5.08,-2.54,5,16.0,0.0,0.0,0,1,neither
3710,Cyrille Diabate,Tom DeBlass,177,-192,177.0,52.08333333,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,1,0,0,1,2,8,0,0,0,1,1,0,0,2,Southpaw,198.12,205.74,205,38,29,1,0,-1,-2,2,-8,0,-1,0,-15.24,-15.24,9,-47.75,0.0,-0.25,0,1,neither
3711,Francis Carmont,Magnus Cedenblad,-290,260,34.48275862,260.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,185,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,205,30,30,0,-1,-1,-1,0,-3,0,0,0,5.08,2.54,0,-51.0,0.0,-3.0,0,1,neither
3712,Reza Madadi,Yoislandy Izquierdo,-250,230,40.0,230.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,184.0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,33,28,0,0,0,0,0,0,0,0,0,0.0,1.12,5,0.0,0.0,0.0,0,1,neither
3713,Simeon Thoresen,Besam Yousef,-325,295,30.76923077,295.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,170,28,27,0,0,0,0,0,0,0,0,0,-5.08,-20.32,1,0.0,0.0,0.0,0,1,neither
3714,Jason Young,Eric Wisely,-170,160,58.82352941,160.0,4/14/2012,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,178.0,145,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,145,25,27,1,0,0,0,1,-5,0,0,0,-2.54,-7.42,-2,-42.5,0.0,-1.0,0,1,neither
3715,Thiago Alves,Martin Kampmann,-145,135,68.96551724,135.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Welterweight,MALE,3,0,1,0,4,4,26,0,0,2,2,1,4,0,9,Orthodox,182.88,182.88,170,0,1,0,7,5,37,1,0,0,3,6,1,1,11,Orthodox,175.26,177.8,170,28,29,0,0,-3,-2,1,-11,-1,-6,3,7.62,5.08,-1,-1.37019231,1.225961538,0.360576923,0,1,neither
3716,Joseph Benavidez,Yasuhiro Urushitani,-870,680,11.49425287,680.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,False,Flyweight,MALE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,170.0,125,0,2,0,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,165.1,125,27,35,0,-2,-2,-2,0,-6,0,0,0,2.54,4.9,-8,-57.0,0.0,-2.5,0,1,neither
3717,Court McGee,Costas Philippou,-125,115,80.0,115.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Middleweight,MALE,3,0,2,0,2,1,7,0,0,1,0,1,0,0,2,Orthodox,180.34,185.42,185,0,3,0,3,0,8,1,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,27,32,0,-1,-1,-1,-1,-1,-1,1,-2,0.0,-5.08,-5,-21.66666667,-0.333333333,-2.0,0,1,neither
3718,James Te Huna,Aaron Rosa,-345,315,28.98550725,315.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,False,Light Heavyweight,MALE,3,0,1,0,1,1,6,0,1,0,0,0,0,0,1,Orthodox,193.04,198.12,205,0,1,0,1,1,5,0,0,0,0,2,0,0,2,Orthodox,187.96,190.5,185,30,28,0,0,0,-1,0,1,0,-2,0,5.08,7.62,2,55.0,-0.333333333,-2.0,0,1,neither
3719,Anthony Perosh,Nick Penner,135,-145,135.0,68.96551724,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,2,0,2,3,9,0,0,0,0,0,2,0,2,Orthodox,190.5,190.5,205,39,31,0,-2,-2,-2,3,-9,0,0,-2,2.54,5.08,8,-17.8,-0.8,-1.2,0,1,neither
3720,Cole Miller,Steven Siler,-460,410,21.73913043,410.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Featherweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,145,0,1,0,2,3,19,0,0,0,1,1,5,0,7,Orthodox,185.42,187.96,145,27,25,0,0,-1,-6,3,-16,0,-1,-5,-5.08,-10.16,2,53.9,0.0,-0.3,0,1,neither
3721,Kyle Noke,Andrew Craig,-255,235,39.21568627,235.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,1,0,0,3,1,6,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,31,26,1,0,-3,-3,1,-6,0,-1,-2,0.0,0.0,5,-22.75,-0.75,-1.25,0,1,neither
3722,TJ Waldburger,Jake Hecht,-140,120,71.42857143,120.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,False,Welterweight,MALE,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,170,0,1,0,1,1,5,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,170,23,28,0,0,0,-1,1,-3,0,1,-1,2.54,2.54,-5,18.33333333,-3.0,-3.0,0,1,neither
3723,Mackens Semerzier,Daniel Pineda,-145,135,68.96551724,135.0,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Featherweight,MALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,1,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,31,26,1,1,0,0,1,-3,0,0,0,-5.08,-7.62,5,-10.5,0.5,-1.0,0,1,neither
3724,Oli Thompson,Shawn Jordan,200,-220,200.0,45.45454545,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,242,32,27,0,0,0,0,0,0,0,0,0,-2.54,0.0,5,0.0,0.0,0.0,0,1,neither
3725,Frankie Edgar,Benson Henderson,-130,120,76.92307692,120.0,2/25/2012,"Saitama, Japan", Japan,Blue,True,Lightweight,MALE,5,0,3,0,3,0,9,0,0,0,3,0,0,0,3,Southpaw,175.26,177.8,170,0,1,0,5,2,37,4,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,30,28,0,2,-2,-6,2,-28,-4,-2,-1,7.62,5.08,2,-3.87878788,0.303030303,0.818181818,0,1,neither
3726,Rampage Jackson,Ryan Bader,-145,135,68.96551724,135.0,2/25/2012,"Saitama, Japan", Japan,Blue,False,Light Heavyweight,MALE,3,0,1,0,5,2,17,1,0,0,3,3,0,0,6,Orthodox,187.96,187.96,205,1,0,0,3,3,30,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,33,28,1,1,2,-1,1,-13,-3,0,0,2.54,2.54,5,-12.475,0.25,1.5,0,1,neither
3727,Mark Hunt,Cheick Kongo,255,-280,255.0,35.71428571,2/25/2012,"Saitama, Japan", Japan,Red,False,Heavyweight,MALE,3,0,2,0,3,5,32,0,1,0,2,6,0,1,10,Orthodox,193.04,208.28,240,0,2,0,2,1,6,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,265,37,36,0,0,1,8,-4,26,0,6,0,15.24,25.4,1,14.13333333,-0.133333333,0.6,0,1,neither
3728,Yoshihiro Akiyama,Jake Shields,315,-345,315.0,28.98550725,2/25/2012,"Saitama, Japan", Japan,Blue,False,Welterweight,MALE,3,2,0,0,1,2,9,1,0,1,0,0,0,0,1,Orthodox,182.88,182.88,170,3,0,0,1,3,10,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,36,33,1,0,0,0,1,-1,1,0,0,5.08,-2.54,3,1.41666667,-0.25,-0.666666667,0,1,neither
3729,Yushin Okami,Tim Boetsch,-410,365,24.390243899999998,365.0,2/25/2012,"Saitama, Japan", Japan,Blue,False,Middleweight,MALE,3,0,2,0,2,3,18,0,0,0,3,2,0,0,5,Orthodox,182.88,187.96,185,1,0,0,4,3,36,1,0,1,5,3,0,1,10,Southpaw,187.96,190.5,170,30,31,1,2,-2,-5,0,-18,-1,-2,0,-5.08,-2.54,-1,0.15384615,-0.115384615,0.41346153799999996,0,1,neither
3730,Hatsu Hioki,Bart Palaszewski,-185,170,54.05405405,170.0,2/25/2012,"Saitama, Japan", Japan,Red,False,Featherweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,145,0,1,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,145,28,28,0,0,0,0,0,-2,0,1,0,-5.08,0.0,0,-7.0,0.0,-2.0,0,1,neither
3731,Anthony Pettis,Joe Lauzon,-285,258,35.087719299999996,258.0,2/25/2012,"Saitama, Japan", Japan,Red,False,Lightweight,MALE,3,0,2,0,3,3,18,0,0,0,0,2,6,0,8,Orthodox,177.8,180.34,155,0,1,0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,182.88,170,25,27,0,1,2,7,-2,12,0,2,6,0.0,-2.54,-2,-5.5,1.318181818,-1.545454545,0,1,neither
3732,Takanori Gomi,Eiji Mitsuoka,-250,230,40.0,230.0,2/25/2012,"Saitama, Japan", Japan,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,173.0,145,2,0,0,1,3,7,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,155,33,36,2,0,-1,-1,3,-7,0,-1,0,0.0,-4.8,-3,-10.75,0.0,0.0,0,1,neither
3733,Norifumi Yamamoto,Vaughan Lee,-290,260,34.48275862,260.0,2/25/2012,"Saitama, Japan", Japan,Blue,False,Bantamweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Southpaw,162.56,167.64,135,34,29,1,0,0,0,1,-3,0,0,0,5.08,0.0,5,13.5,2.0,3.5,0,1,neither
3734,Riki Fukuda,Steve Cantwell,-310,280,32.25806452,280.0,2/25/2012,"Saitama, Japan", Japan,Red,False,Middleweight,MALE,3,4,0,0,1,4,13,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,31,25,-3,0,1,1,-3,10,0,0,1,5.08,5.08,6,12.6,0.4,-5.6,0,1,neither
3735,Takeya Mizugaki,Chris Cariaso,-290,260,34.48275862,260.0,2/25/2012,"Saitama, Japan", Japan,Blue,False,Bantamweight,MALE,3,0,1,0,1,1,9,0,0,1,1,0,0,0,2,Southpaw,160.02,160.02,125,0,1,0,1,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,172.72,135,28,30,0,0,0,0,0,1,0,-1,0,-10.16,-12.7,-2,12.0,0.333333333,-0.666666667,0,1,neither
3736,Tiequan Zhang,Issei Tamura,-196,181,51.02040816,181.0,2/25/2012,"Saitama, Japan", Japan,Blue,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,1,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,33,27,1,0,-1,-1,1,-4,0,0,-1,-7.62,-17.78,6,-3.0,-2.0,0.0,0,1,neither
3737,Diego Sanchez,Jake Ellenberger,320,-355,320.0,28.16901408,2/15/2012,"Omaha, Nebraska, USA", USA,Blue,False,Welterweight,MALE,3,0,5,0,5,1,13,0,0,1,0,3,0,1,5,Orthodox,175.26,180.34,170,0,2,0,6,4,43,2,0,1,6,5,0,0,12,Southpaw,177.8,182.88,170,30,26,0,3,-1,-7,3,-30,-2,-1,0,-2.54,-2.54,4,-14.27083333,-0.3125,0.958333333,0,1,neither
3738,Stefan Struve,Dave Herman,101,-111,101.0,90.09009009,2/15/2012,"Omaha, Nebraska, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,242,0,1,0,3,3,14,0,1,0,0,2,3,0,6,Orthodox,210.82,213.36,265,23,27,0,0,-2,-5,3,-12,0,-1,-3,-17.78,-20.32,-4,40.0,-1.888888889,0.7777777779999999,0,1,neither
3739,Aaron Simpson,Ronny Markes,130,-140,130.0,71.42857143,2/15/2012,"Omaha, Nebraska, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,185,0,3,0,3,2,20,0,0,1,3,2,0,0,6,Orthodox,182.88,185.42,170,37,23,0,-2,-2,-5,2,-17,0,-2,0,2.54,5.08,14,-0.375,-0.375,2.875,0,1,neither
3740,Stipe Miocic,Philip De Fries,-515,410,19.41747573,410.0,2/15/2012,"Omaha, Nebraska, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,208.28,250,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,193.04,203.2,240,29,25,0,0,0,0,0,0,0,0,0,2.54,5.08,4,-54.0,0.0,-1.0,0,1,neither
